format,avg_error_fp32,avg_error_fp16,avg_error_bf16,avg_error_gf16,max_error_fp32,max_error_fp16,max_error_bf16,max_error_gf16
f32,0.0000,0.0000,0.0078,0.0039,0.0000,0.0078,0.0078
fp16,0.0039,0.0000,0.0156,0.0000,0.0078,0.0078
bf16,0.0078,0.0000,0.0156,0.0000,0.0078,0.0078
gf16,0.0039,0.0000,0.0078,0.0000,0.0078,0.0078
